SJAG_03086	HGNC:706
SJAG_02497	HGNC:14179
SJAG_02497	HGNC:29916
SJAG_00039	HGNC:8872
SJAG_00039	HGNC:8873
SJAG_00039	HGNC:8874
SJAG_00039	HGNC:8875
SJAG_03771	HGNC:2710
SJAG_00338	HGNC:3477
SJAG_02485	HGNC:14373
SJAG_03773	HGNC:16352
SJAG_02502	HGNC:9531
SJAG_02504	HGNC:2280
SJAG_02504	HGNC:24380
SJAG_02651	HGNC:13608
SJAG_02651	HGNC:16712
SJAG_02651	HGNC:13595
SJAG_00334	HGNC:15672
SJAG_00300	HGNC:12482
SJAG_05303	HGNC:28977
SJAG_00112	HGNC:29099
SJAG_05240	HGNC:20470
SJAG_00115	HGNC:25072
SJAG_00115	HGNC:28912
SJAG_00307	HGNC:1851
SJAG_00116	HGNC:4650
SJAG_00308	HGNC:26784
SJAG_02746	HGNC:28079
SJAG_00126	HGNC:29020
SJAG_03500	HGNC:9284
SJAG_00081	HGNC:24616
SJAG_00312	HGNC:9043
SJAG_04407	HGNC:14101
SJAG_04407	HGNC:9207
SJAG_03780	HGNC:26220
SJAG_00082	HGNC:1718
SJAG_00082	HGNC:1719
SJAG_04179	HGNC:26164
SJAG_04179	HGNC:30782
SJAG_00252	HGNC:8819
SJAG_04845	HGNC:30324
SJAG_04185	HGNC:12876
SJAG_04185	HGNC:17127
SJAG_04185	HGNC:17128
SJAG_03181	HGNC:15763
SJAG_03189	HGNC:24103
SJAG_00128	HGNC:9537
SJAG_02663	HGNC:30292
SJAG_02667	HGNC:9178
SJAG_00073	HGNC:12397
SJAG_02668	HGNC:9889
SJAG_00323	HGNC:4333
SJAG_02413	HGNC:9255
SJAG_02413	HGNC:9256
SJAG_01943	HGNC:2876
SJAG_02405	HGNC:28781
SJAG_01942	HGNC:3255
SJAG_01942	HGNC:9437
SJAG_00892	HGNC:17911
SJAG_03025	HGNC:1874
SJAG_03025	HGNC:1875
SJAG_03025	HGNC:15750
SJAG_03193	HGNC:29271
SJAG_01188	HGNC:1858
SJAG_01199	HGNC:9353
SJAG_04471	HGNC:24257
SJAG_04476	HGNC:10405
SJAG_03919	HGNC:10306
SJAG_04478	HGNC:10306
SJAG_00088	HGNC:15508
SJAG_00896	HGNC:744
SJAG_01270	HGNC:9308
SJAG_00899	HGNC:16959
SJAG_00901	HGNC:4658
SJAG_01278	HGNC:17879
SJAG_01732	HGNC:12731
SJAG_01732	HGNC:12735
SJAG_00906	HGNC:10534
SJAG_00906	HGNC:10535
SJAG_00907	HGNC:11982
SJAG_00907	HGNC:11983
SJAG_00907	HGNC:11984
SJAG_01293	HGNC:29929
SJAG_00087	HGNC:10560
SJAG_00087	HGNC:22210
SJAG_00087	HGNC:28713
SJAG_05223	HGNC:12309
SJAG_01993	HGNC:9620
SJAG_01993	HGNC:9621
SJAG_01291	HGNC:25986
SJAG_04563	HGNC:13390
SJAG_02456	HGNC:11300
SJAG_02224	HGNC:3597
SJAG_01284	HGNC:13070
SJAG_03813	HGNC:11448
SJAG_01230	HGNC:17262
SJAG_01230	HGNC:20512
SJAG_01230	HGNC:29545
SJAG_05313	HGNC:11098
SJAG_05313	HGNC:11100
SJAG_00498	HGNC:10766
SJAG_03801	HGNC:26046
SJAG_04355	HGNC:10474
SJAG_00490	HGNC:13825
SJAG_00487	HGNC:19440
SJAG_03008	HGNC:25110
SJAG_00474	HGNC:30813
SJAG_03005	HGNC:15972
SJAG_03002	HGNC:17679
SJAG_00475	HGNC:11099
SJAG_05187	HGNC:25517
SJAG_00863	HGNC:9969
SJAG_00861	HGNC:12637
SJAG_00861	HGNC:12638
SJAG_00861	HGNC:29012
SJAG_01820	HGNC:7693
SJAG_04350	HGNC:7879
SJAG_01818	HGNC:17286
SJAG_04343	HGNC:16524
SJAG_04343	HGNC:9781
SJAG_04343	HGNC:9782
SJAG_00857	HGNC:6949
SJAG_04650	HGNC:18193
SJAG_00852	HGNC:40045
SJAG_01903	HGNC:9453
SJAG_01903	HGNC:17325
SJAG_04656	HGNC:30179
SJAG_04656	HGNC:6946
SJAG_00945	HGNC:28440
SJAG_00851	HGNC:6391
SJAG_00947	HGNC:27288
SJAG_00846	HGNC:14938
SJAG_02775	HGNC:25982
SJAG_00835	HGNC:14409
SJAG_00948	HGNC:25527
SJAG_01809	HGNC:555
SJAG_01809	HGNC:556
SJAG_00449	HGNC:2264
SJAG_01810	HGNC:28332
SJAG_04020	HGNC:10372
SJAG_01411	HGNC:10372
SJAG_02771	HGNC:9806
SJAG_04003	HGNC:20778
SJAG_04003	HGNC:16257
SJAG_04003	HGNC:12412
SJAG_04003	HGNC:30829
SJAG_04003	HGNC:20772
SJAG_04003	HGNC:20774
SJAG_04003	HGNC:20771
SJAG_04003	HGNC:20776
SJAG_04003	HGNC:20773
SJAG_04008	HGNC:4837
SJAG_02490	HGNC:43638
SJAG_02758	HGNC:30046
SJAG_04405	HGNC:28117
SJAG_05330	HGNC:8984
SJAG_01557	HGNC:30677
SJAG_04785	HGNC:20001
SJAG_02480	HGNC:28216
SJAG_01561	HGNC:20962
SJAG_04784	HGNC:4397
SJAG_04025	HGNC:25504
SJAG_04025	HGNC:6815
SJAG_04023	HGNC:17792
SJAG_04023	HGNC:17793
SJAG_04771	HGNC:683
SJAG_04771	HGNC:14592
SJAG_04021	HGNC:19943
SJAG_04762	HGNC:10537
SJAG_04019	HGNC:16650
SJAG_04016	HGNC:19857
SJAG_04765	HGNC:1943
SJAG_04765	HGNC:1944
SJAG_00412	HGNC:2323
SJAG_04781	HGNC:1442
SJAG_04781	HGNC:1445
SJAG_04781	HGNC:1449
SJAG_04781	HGNC:1452
SJAG_04781	HGNC:18445
SJAG_04781	HGNC:18180
SJAG_04753	HGNC:14501
SJAG_06514	HGNC:18085
SJAG_00414	HGNC:30858
SJAG_00755	HGNC:12586
SJAG_00416	HGNC:25675
SJAG_03611	HGNC:10759
SJAG_03611	HGNC:20607
SJAG_03906	HGNC:14060
SJAG_04033	HGNC:25862
SJAG_04034	HGNC:10075
SJAG_01842	HGNC:21483
SJAG_01842	HGNC:23615
SJAG_01928	HGNC:21347
SJAG_02013	HGNC:9642
SJAG_02013	HGNC:9650
SJAG_02148	HGNC:4795
SJAG_03436	HGNC:20465
SJAG_00399	HGNC:18043
SJAG_02177	HGNC:23186
SJAG_00392	HGNC:2323
SJAG_02171	HGNC:25789
SJAG_04094	HGNC:25538
SJAG_02623	HGNC:17964
SJAG_02623	HGNC:19977
SJAG_02623	HGNC:19978
SJAG_03447	HGNC:30521
SJAG_03447	HGNC:16055
SJAG_00767	HGNC:9794
SJAG_01752	HGNC:24534
SJAG_01756	HGNC:18127
SJAG_01055	HGNC:21078
SJAG_01053	HGNC:7878
SJAG_01043	HGNC:28722
SJAG_05185	HGNC:17372
SJAG_02316	HGNC:19347
SJAG_02316	HGNC:2557
SJAG_02563	HGNC:9807
SJAG_02558	HGNC:18681
SJAG_02560	HGNC:25556
SJAG_03214	HGNC:16860
SJAG_04417	HGNC:29534
SJAG_04417	HGNC:22211
SJAG_04417	HGNC:24295
SJAG_04411	HGNC:6394
SJAG_04411	HGNC:6398
SJAG_04411	HGNC:6399
SJAG_01997	HGNC:4212
SJAG_03866	HGNC:30213
SJAG_03866	HGNC:24113
SJAG_03866	HGNC:31789
SJAG_02541	HGNC:11539
SJAG_02543	HGNC:17038
SJAG_02854	HGNC:9322
SJAG_02855	HGNC:13398
SJAG_02548	HGNC:21176
SJAG_01821	HGNC:20882
SJAG_02571	HGNC:11958
SJAG_02571	HGNC:16974
SJAG_01829	HGNC:14056
SJAG_02572	HGNC:948
SJAG_02572	HGNC:23150
SJAG_02572	HGNC:12566
SJAG_02572	HGNC:23149
SJAG_02572	HGNC:23147
SJAG_04276	HGNC:12839
SJAG_00208	HGNC:12492
SJAG_00216	HGNC:9507
SJAG_00216	HGNC:19092
SJAG_00216	HGNC:19093
SJAG_00216	HGNC:19096
SJAG_04280	HGNC:29650
SJAG_04280	HGNC:12761
SJAG_04280	HGNC:19684
SJAG_03176	HGNC:14278
SJAG_04818	HGNC:28112
SJAG_04284	HGNC:8065
SJAG_04288	HGNC:26238
SJAG_04289	HGNC:17344
SJAG_00220	HGNC:10315
SJAG_04814	HGNC:10420
SJAG_04264	HGNC:16818
SJAG_04261	HGNC:9193
SJAG_04810	HGNC:11863
SJAG_04810	HGNC:6518
SJAG_04793	HGNC:15866
SJAG_02163	HGNC:20603
SJAG_04259	HGNC:24054
SJAG_02164	HGNC:3272
SJAG_04385	HGNC:2484
SJAG_04385	HGNC:17086
SJAG_04235	HGNC:5461
SJAG_01659	HGNC:3259
SJAG_04232	HGNC:12558
SJAG_04232	HGNC:13480
SJAG_04232	HGNC:19703
SJAG_04231	HGNC:23406
SJAG_04230	HGNC:17347
SJAG_01652	HGNC:10845
SJAG_04208	HGNC:11819
SJAG_04202	HGNC:29874
SJAG_01647	HGNC:4236
SJAG_04195	HGNC:24991
SJAG_04680	HGNC:7030
SJAG_00779	HGNC:18170
SJAG_02873	HGNC:18420
SJAG_04791	HGNC:9181
SJAG_04380	HGNC:225
SJAG_04380	HGNC:226
SJAG_04380	HGNC:227
SJAG_04380	HGNC:30713
SJAG_04380	HGNC:30714
SJAG_04703	HGNC:2877
SJAG_04703	HGNC:15480
SJAG_04371	HGNC:12392
SJAG_04372	HGNC:12833
SJAG_00285	HGNC:10445
SJAG_00284	HGNC:29006
SJAG_00284	HGNC:30301
SJAG_01457	HGNC:249
SJAG_01457	HGNC:250
SJAG_01457	HGNC:252
SJAG_01457	HGNC:253
SJAG_01457	HGNC:255
SJAG_01457	HGNC:256
SJAG_04704	HGNC:18248
SJAG_03536	HGNC:11429
SJAG_03536	HGNC:19300
SJAG_03536	HGNC:11433
SJAG_03536	HGNC:18539
SJAG_03536	HGNC:3403
SJAG_03536	HGNC:11439
SJAG_02862	HGNC:16638
SJAG_04103	HGNC:23703
SJAG_00868	HGNC:25248
SJAG_00107	HGNC:16897
SJAG_02131	HGNC:4065
SJAG_02131	HGNC:7043
SJAG_02131	HGNC:10856
SJAG_03824	HGNC:4065
SJAG_03824	HGNC:7043
SJAG_03824	HGNC:10856
SJAG_01139	HGNC:25686
SJAG_01142	HGNC:30231
SJAG_01147	HGNC:24415
SJAG_01148	HGNC:14645
SJAG_05218	HGNC:10378
SJAG_02951	HGNC:4116
SJAG_03818	HGNC:4116
SJAG_04114	HGNC:3438
SJAG_04117	HGNC:25503
SJAG_05323	HGNC:29897
SJAG_03694	HGNC:24025
SJAG_03699	HGNC:1579
SJAG_03699	HGNC:1580
SJAG_03699	HGNC:18709
SJAG_03706	HGNC:30646
SJAG_03718	HGNC:16392
SJAG_03718	HGNC:16396
SJAG_01087	HGNC:10316
SJAG_03197	HGNC:10316
SJAG_01081	HGNC:8587
SJAG_01853	HGNC:10340
SJAG_05216	HGNC:10340
SJAG_01074	HGNC:10663
SJAG_01068	HGNC:11387
SJAG_01079	HGNC:20352
SJAG_04743	HGNC:2578
SJAG_04743	HGNC:7889
SJAG_04743	HGNC:7890
SJAG_04743	HGNC:7891
SJAG_02919	HGNC:2388
SJAG_02919	HGNC:2389
SJAG_02919	HGNC:5246
SJAG_02919	HGNC:5247
SJAG_02919	HGNC:5248
SJAG_02919	HGNC:26511
SJAG_02919	HGNC:30171
SJAG_02914	HGNC:28032
SJAG_04852	HGNC:4653
SJAG_04853	HGNC:24824
SJAG_03942	HGNC:22516
SJAG_03942	HGNC:18298
SJAG_03942	HGNC:14455
SJAG_03938	HGNC:24968
SJAG_04863	HGNC:1982
SJAG_04863	HGNC:9900
SJAG_03668	HGNC:11466
SJAG_03671	HGNC:2501
SJAG_02524	HGNC:11817
SJAG_02524	HGNC:11818
SJAG_03851	HGNC:20187
SJAG_03851	HGNC:29028
SJAG_03861	HGNC:4313
SJAG_03677	HGNC:1171
SJAG_03683	HGNC:24031
SJAG_02511	HGNC:3419
SJAG_02511	HGNC:24634
SJAG_04871	HGNC:3041
SJAG_04871	HGNC:3042
SJAG_03686	HGNC:12630
SJAG_04592	HGNC:15927
SJAG_04593	HGNC:24515
SJAG_03692	HGNC:10549
SJAG_02520	HGNC:32414
SJAG_02520	HGNC:32415
SJAG_02520	HGNC:32416
SJAG_02520	HGNC:32417
SJAG_02520	HGNC:32418
SJAG_02520	HGNC:32419
SJAG_02520	HGNC:9847
SJAG_02520	HGNC:9848
SJAG_02520	HGNC:9849
SJAG_02516	HGNC:16667
SJAG_02516	HGNC:27254
SJAG_02885	HGNC:14418
SJAG_02885	HGNC:14416
SJAG_02885	HGNC:14415
SJAG_02885	HGNC:21308
SJAG_02885	HGNC:26292
SJAG_02879	HGNC:18683
SJAG_03398	HGNC:663
SJAG_03398	HGNC:664
SJAG_02877	HGNC:33877
SJAG_02877	HGNC:30701
SJAG_03708	HGNC:15938
SJAG_01590	HGNC:16395
SJAG_01590	HGNC:16397
SJAG_01590	HGNC:16386
SJAG_03715	HGNC:5006
SJAG_00279	HGNC:2876
SJAG_00294	HGNC:20271
SJAG_00296	HGNC:3953
SJAG_04128	HGNC:28110
SJAG_04127	HGNC:30611
SJAG_01175	HGNC:25651
SJAG_01481	HGNC:25648
SJAG_01481	HGNC:26954
SJAG_04125	HGNC:16132
SJAG_01040	HGNC:17346
SJAG_04123	HGNC:468
SJAG_04123	HGNC:469
SJAG_04123	HGNC:470
SJAG_03365	HGNC:20335
SJAG_01475	HGNC:17306
SJAG_01475	HGNC:49151
SJAG_04312	HGNC:9380
SJAG_04312	HGNC:9381
SJAG_04312	HGNC:9382
SJAG_04312	HGNC:9441
SJAG_04304	HGNC:10317
SJAG_02840	HGNC:10317
SJAG_02737	HGNC:15580
SJAG_02737	HGNC:18672
SJAG_04960	HGNC:23214
SJAG_02745	HGNC:17589
SJAG_05346	HGNC:12363
SJAG_04891	HGNC:24460
SJAG_02493	HGNC:3208
SJAG_02493	HGNC:3211
SJAG_04140	HGNC:1579
SJAG_04140	HGNC:1580
SJAG_04140	HGNC:18709
SJAG_02489	HGNC:13280
SJAG_02489	HGNC:14355
SJAG_02488	HGNC:4021
SJAG_02488	HGNC:8962
SJAG_04148	HGNC:29914
SJAG_00804	HGNC:14562
SJAG_00804	HGNC:19348
SJAG_02486	HGNC:4568
SJAG_02486	HGNC:9875
SJAG_02486	HGNC:9876
SJAG_05270	HGNC:14511
SJAG_00805	HGNC:30914
SJAG_01233	HGNC:15463
SJAG_01232	HGNC:11183
SJAG_01232	HGNC:24684
SJAG_04300	HGNC:12405
SJAG_02750	HGNC:11868
SJAG_01198	HGNC:27309
SJAG_00524	HGNC:8868
SJAG_03482	HGNC:9278
SJAG_05191	HGNC:8867
SJAG_03486	HGNC:1469
SJAG_03486	HGNC:1470
SJAG_03488	HGNC:29134
SJAG_03488	HGNC:24321
SJAG_03488	HGNC:29044
SJAG_03488	HGNC:26079
SJAG_03491	HGNC:33719
SJAG_01521	HGNC:17097
SJAG_02752	HGNC:7803
SJAG_02754	HGNC:19889
SJAG_04574	HGNC:11479
SJAG_04574	HGNC:17287
SJAG_03750	HGNC:2649
SJAG_03935	HGNC:26756
SJAG_03936	HGNC:16015
SJAG_03936	HGNC:23825
SJAG_03936	HGNC:29802
SJAG_03936	HGNC:29800
SJAG_02607	HGNC:24576
SJAG_00253	HGNC:28224
SJAG_02608	HGNC:25758
SJAG_03182	HGNC:18658
SJAG_01002	HGNC:1615
SJAG_03939	HGNC:20327
SJAG_03939	HGNC:29243
SJAG_00988	HGNC:4311
SJAG_05294	HGNC:863
SJAG_05294	HGNC:21723
SJAG_03257	HGNC:25532
SJAG_03257	HGNC:26184
SJAG_00984	HGNC:9479
SJAG_03256	HGNC:13448
SJAG_03256	HGNC:18044
SJAG_03256	HGNC:14679
SJAG_03256	HGNC:18070
SJAG_02340	HGNC:10416
SJAG_02340	HGNC:18476
SJAG_00982	HGNC:17217
SJAG_00982	HGNC:29284
SJAG_00982	HGNC:29150
SJAG_00973	HGNC:28434
SJAG_00973	HGNC:1599
SJAG_00973	HGNC:1600
SJAG_03185	HGNC:16381
SJAG_03188	HGNC:22932
SJAG_01191	HGNC:29911
SJAG_01185	HGNC:28958
SJAG_00971	HGNC:11172
SJAG_00971	HGNC:11173
SJAG_00968	HGNC:16853
SJAG_04473	HGNC:24249
SJAG_00961	HGNC:19124
SJAG_02336	HGNC:27102
SJAG_02336	HGNC:29441
SJAG_04474	HGNC:2243
SJAG_04474	HGNC:19356
SJAG_04738	HGNC:17095
SJAG_03878	HGNC:30596
SJAG_02465	HGNC:11422
SJAG_02467	HGNC:24270
SJAG_01991	HGNC:16986
SJAG_01991	HGNC:19263
SJAG_02334	HGNC:12814
SJAG_02455	HGNC:17351
SJAG_02469	HGNC:13940
SJAG_03810	HGNC:9795
SJAG_03812	HGNC:21610
SJAG_00095	HGNC:4652
SJAG_00094	HGNC:28199
SJAG_02331	HGNC:3030
SJAG_03796	HGNC:17689
SJAG_03798	HGNC:11542
SJAG_03006	HGNC:10062
SJAG_03006	HGNC:16867
SJAG_02998	HGNC:6402
SJAG_02998	HGNC:9851
SJAG_00030	HGNC:15486
SJAG_04161	HGNC:30075
SJAG_04161	HGNC:28466
SJAG_00134	HGNC:8906
SJAG_00134	HGNC:20898
SJAG_04154	HGNC:16411
SJAG_03883	HGNC:7880
SJAG_01816	HGNC:12843
SJAG_03887	HGNC:3093
SJAG_03887	HGNC:3094
SJAG_03887	HGNC:3095
SJAG_03890	HGNC:16944
SJAG_04565	HGNC:554
SJAG_04565	HGNC:563
SJAG_03891	HGNC:8766
SJAG_03895	HGNC:29118
SJAG_03895	HGNC:17735
SJAG_03895	HGNC:23787
SJAG_04654	HGNC:11546
SJAG_04569	HGNC:2230
SJAG_04653	HGNC:9859
SJAG_03896	HGNC:15765
SJAG_04572	HGNC:9560
SJAG_03897	HGNC:15861
SJAG_04573	HGNC:12474
SJAG_04573	HGNC:12475
SJAG_04573	HGNC:12476
SJAG_04573	HGNC:21647
SJAG_03651	HGNC:13588
SJAG_00946	HGNC:8754
SJAG_00946	HGNC:8755
SJAG_00233	HGNC:12827
SJAG_04529	HGNC:15446
SJAG_01811	HGNC:30728
SJAG_04533	HGNC:17663
SJAG_01813	HGNC:29676
SJAG_01814	HGNC:4163
SJAG_04535	HGNC:23133
SJAG_03898	HGNC:1058
SJAG_03898	HGNC:12791
SJAG_04536	HGNC:19074
SJAG_04541	HGNC:9541
SJAG_04029	HGNC:10441
SJAG_02020	HGNC:10441
SJAG_04544	HGNC:30543
SJAG_04546	HGNC:8095
SJAG_04546	HGNC:8096
SJAG_04546	HGNC:8097
SJAG_04030	HGNC:9188
SJAG_04548	HGNC:1309
SJAG_04548	HGNC:21602
SJAG_00738	HGNC:9556
SJAG_01741	HGNC:29094
SJAG_00737	HGNC:9476
SJAG_00737	HGNC:14348
SJAG_00737	HGNC:30406
SJAG_00737	HGNC:26909
SJAG_00734	HGNC:16407
SJAG_00733	HGNC:10421
SJAG_02522	HGNC:10421
SJAG_00726	HGNC:10330
SJAG_00582	HGNC:1550
SJAG_00723	HGNC:9341
SJAG_00581	HGNC:4852
SJAG_00581	HGNC:4853
SJAG_00370	HGNC:11279
SJAG_00686	HGNC:14957
SJAG_00686	HGNC:14958
SJAG_00687	HGNC:11814
SJAG_00689	HGNC:13703
SJAG_02724	HGNC:11813
SJAG_00690	HGNC:3255
SJAG_00690	HGNC:9437
SJAG_04942	HGNC:20959
SJAG_04949	HGNC:10785
SJAG_02722	HGNC:29513
SJAG_00660	HGNC:9722
SJAG_02376	HGNC:3277
SJAG_02377	HGNC:15911
SJAG_00676	HGNC:4821
SJAG_03451	HGNC:8491
SJAG_00678	HGNC:19682
SJAG_03986	HGNC:18016
SJAG_02096	HGNC:12310
SJAG_02091	HGNC:9035
SJAG_02091	HGNC:9036
SJAG_02091	HGNC:9037
SJAG_02091	HGNC:30038
SJAG_02091	HGNC:24791
SJAG_02091	HGNC:27396
SJAG_03984	HGNC:26209
SJAG_02080	HGNC:30130
SJAG_03997	HGNC:21577
SJAG_03945	HGNC:29535
SJAG_03945	HGNC:8919
SJAG_03945	HGNC:24566
SJAG_04000	HGNC:20233
SJAG_04001	HGNC:7599
SJAG_04001	HGNC:7600
SJAG_03724	HGNC:8028
SJAG_03729	HGNC:8062
SJAG_00448	HGNC:25560
SJAG_00448	HGNC:16209
SJAG_03734	HGNC:17660
SJAG_00451	HGNC:2296
SJAG_00451	HGNC:2297
SJAG_00451	HGNC:2298
SJAG_00451	HGNC:15740
SJAG_00451	HGNC:15722
SJAG_03761	HGNC:14121
SJAG_05032	HGNC:30660
SJAG_00453	HGNC:1187
SJAG_00457	HGNC:16963
SJAG_00457	HGNC:19901
SJAG_00812	HGNC:8830
SJAG_03321	HGNC:9557
SJAG_03336	HGNC:8872
SJAG_03336	HGNC:8873
SJAG_03336	HGNC:8874
SJAG_03336	HGNC:8875
SJAG_03337	HGNC:29527
SJAG_03337	HGNC:24318
SJAG_03337	HGNC:28044
SJAG_03337	HGNC:28311
SJAG_03337	HGNC:26984
SJAG_00814	HGNC:20932
SJAG_03338	HGNC:673
SJAG_03341	HGNC:24557
SJAG_00819	HGNC:18278
SJAG_00434	HGNC:20584
SJAG_00435	HGNC:21381
SJAG_03345	HGNC:12666
SJAG_00436	HGNC:5229
SJAG_00436	HGNC:14884
SJAG_00436	HGNC:14885
SJAG_03358	HGNC:20947
SJAG_03358	HGNC:33752
SJAG_00437	HGNC:19358
SJAG_03594	HGNC:2485
SJAG_03591	HGNC:25220
SJAG_01878	HGNC:18398
SJAG_01875	HGNC:9226
SJAG_01875	HGNC:28883
SJAG_04892	HGNC:26175
SJAG_04893	HGNC:14492
SJAG_00440	HGNC:30064
SJAG_03236	HGNC:26014
SJAG_04894	HGNC:9197
SJAG_04894	HGNC:23208
SJAG_03228	HGNC:20493
SJAG_03226	HGNC:2325
SJAG_04900	HGNC:3270
SJAG_04902	HGNC:25608
SJAG_02342	HGNC:6840
SJAG_02342	HGNC:6842
SJAG_02295	HGNC:30859
SJAG_02346	HGNC:16165
SJAG_02358	HGNC:25455
SJAG_02353	HGNC:13780
SJAG_02350	HGNC:3599
SJAG_02350	HGNC:35458
SJAG_02294	HGNC:23168
SJAG_02347	HGNC:20344
SJAG_00711	HGNC:29609
SJAG_00706	HGNC:17856
SJAG_01504	HGNC:25518
SJAG_01516	HGNC:15452
SJAG_01516	HGNC:24882
SJAG_00705	HGNC:3358
SJAG_00705	HGNC:3359
SJAG_04822	HGNC:14977
SJAG_00704	HGNC:17847
SJAG_00704	HGNC:17848
SJAG_04820	HGNC:25944
SJAG_01510	HGNC:29526
SJAG_00699	HGNC:1158
SJAG_00699	HGNC:21256
SJAG_01507	HGNC:10057
SJAG_00696	HGNC:24575
SJAG_04933	HGNC:28996
SJAG_04931	HGNC:569
SJAG_04931	HGNC:570
SJAG_04885	HGNC:14197
SJAG_04885	HGNC:14198
SJAG_04427	HGNC:8554
SJAG_04427	HGNC:8556
SJAG_04427	HGNC:8557
SJAG_04429	HGNC:13478
SJAG_02258	HGNC:29060
SJAG_02255	HGNC:6532
SJAG_02255	HGNC:6533
SJAG_04367	HGNC:19261
SJAG_05184	HGNC:20593
SJAG_03509	HGNC:10547
SJAG_00360	HGNC:24085
SJAG_03502	HGNC:18002
SJAG_00379	HGNC:18971
SJAG_00379	HGNC:559
SJAG_00379	HGNC:560
SJAG_00375	HGNC:17859
SJAG_03511	HGNC:30590
SJAG_03511	HGNC:1280
SJAG_05236	HGNC:14452
SJAG_01472	HGNC:21208
SJAG_03551	HGNC:25543
SJAG_01576	HGNC:3258
SJAG_03554	HGNC:26933
SJAG_03556	HGNC:343
SJAG_01572	HGNC:10067
SJAG_03560	HGNC:23656
SJAG_01159	HGNC:6898
SJAG_01161	HGNC:3067
SJAG_01168	HGNC:25519
SJAG_01168	HGNC:29329
SJAG_04691	HGNC:28464
SJAG_04692	HGNC:29230
SJAG_04692	HGNC:30123
SJAG_04696	HGNC:30873
SJAG_00774	HGNC:20293
SJAG_01611	HGNC:14672
SJAG_01610	HGNC:25459
SJAG_03061	HGNC:1780
SJAG_01608	HGNC:10303
SJAG_03423	HGNC:10303
SJAG_03054	HGNC:18623
SJAG_03046	HGNC:11474
SJAG_03044	HGNC:24634
SJAG_03044	HGNC:3419
SJAG_01605	HGNC:21700
SJAG_01605	HGNC:9827
SJAG_01612	HGNC:4250
SJAG_01612	HGNC:4251
SJAG_01612	HGNC:4252
SJAG_01612	HGNC:4260
SJAG_01612	HGNC:16437
SJAG_01612	HGNC:18596
SJAG_01612	HGNC:33426
SJAG_00271	HGNC:25529
SJAG_04731	HGNC:10006
SJAG_04731	HGNC:14572
SJAG_04731	HGNC:10008
SJAG_04731	HGNC:18140
SJAG_04731	HGNC:10009
SJAG_00921	HGNC:10327
SJAG_00921	HGNC:17050
SJAG_01708	HGNC:29574
SJAG_01320	HGNC:24825
SJAG_01433	HGNC:15594
SJAG_03272	HGNC:9288
SJAG_01297	HGNC:29441
SJAG_01297	HGNC:27102
SJAG_01724	HGNC:10073
SJAG_03279	HGNC:2080
SJAG_03280	HGNC:4138
SJAG_03290	HGNC:2898
SJAG_03464	HGNC:21689
SJAG_03292	HGNC:4446
SJAG_03466	HGNC:18477
SJAG_03293	HGNC:408
SJAG_03432	HGNC:30512
SJAG_04705	HGNC:19970
SJAG_03425	HGNC:10363
SJAG_01551	HGNC:10363
SJAG_04717	HGNC:10974
SJAG_04717	HGNC:10973
SJAG_03401	HGNC:17435
SJAG_03403	HGNC:12640
SJAG_04517	HGNC:2090
SJAG_04517	HGNC:2091
SJAG_04520	HGNC:24540
SJAG_03073	HGNC:9341
SJAG_00259	HGNC:7667
SJAG_04614	HGNC:1594
SJAG_04602	HGNC:22420
SJAG_04514	HGNC:29661
SJAG_03394	HGNC:30785
SJAG_03396	HGNC:12877
SJAG_03400	HGNC:18762
SJAG_03400	HGNC:19659
SJAG_03400	HGNC:19660
SJAG_03377	HGNC:6737
SJAG_03377	HGNC:6738
SJAG_03377	HGNC:20440
SJAG_02386	HGNC:23790
SJAG_04601	HGNC:8565
SJAG_04601	HGNC:37237
SJAG_02381	HGNC:11735
SJAG_02381	HGNC:11736
SJAG_03524	HGNC:8999
SJAG_03413	HGNC:15531
SJAG_03567	HGNC:11989
SJAG_03567	HGNC:11990
SJAG_03563	HGNC:25187
SJAG_03573	HGNC:2370
SJAG_03575	HGNC:19989
SJAG_03577	HGNC:24279
SJAG_03577	HGNC:29680
SJAG_03579	HGNC:24124
SJAG_03579	HGNC:160
SJAG_02394	HGNC:8490
SJAG_02397	HGNC:12585
SJAG_02397	HGNC:9119
SJAG_03417	HGNC:30288
SJAG_03418	HGNC:11354
SJAG_03418	HGNC:11355
SJAG_03418	HGNC:11356
SJAG_05979	HGNC:11730
SJAG_03406	HGNC:855
SJAG_04175	HGNC:30617
SJAG_02694	HGNC:1473
SJAG_02694	HGNC:2060
SJAG_02696	HGNC:4795
SJAG_01116	HGNC:30884
SJAG_02699	HGNC:19962
SJAG_01115	HGNC:28666
SJAG_01133	HGNC:25441
SJAG_00471	HGNC:8734
SJAG_02701	HGNC:13575
SJAG_00468	HGNC:10411
SJAG_02585	HGNC:10411
SJAG_02702	HGNC:28945
SJAG_02280	HGNC:10301
SJAG_00465	HGNC:10301
SJAG_02686	HGNC:15861
SJAG_00460	HGNC:9690
SJAG_00460	HGNC:9691
SJAG_00460	HGNC:13422
SJAG_02075	HGNC:703
SJAG_02075	HGNC:704
SJAG_02685	HGNC:12500
SJAG_02071	HGNC:14484
SJAG_05253	HGNC:7546
SJAG_02064	HGNC:19038
SJAG_05247	HGNC:7805
SJAG_02063	HGNC:1940
SJAG_01801	HGNC:17839
SJAG_01808	HGNC:11541
SJAG_01808	HGNC:11548
