SJAG_05269	SPAC8C9.09c
SJAG_01993	SPCC126.06
SJAG_01291	SPAC19B12.01
SJAG_04563	SPCC126.12
SJAG_01290	SPAC19B12.02c
SJAG_02456	SPCC126.15c
SJAG_02224	SPAC19B12.04
SJAG_01284	SPAC19B12.07c
SJAG_03813	SPCC1620.08
SJAG_01230	SPBC21C3.02c
SJAG_01406	SPAPB8E5.03
SJAG_05313	SPCC1620.14c
SJAG_00498	SPBC21C3.05
SJAG_00491	SPBC21C3.10c
SJAG_03801	SPCC1919.02
SJAG_04355	SPAPB8E5.09
SJAG_00490	SPBC21C3.11
SJAG_02335	SPBC21C3.13
SJAG_01296	SPBC21C3.13
SJAG_03791	SPCC1919.07
SJAG_00487	SPBC21C3.19
SJAG_03008	SPCC1919.13c
SJAG_00474	SPBC23E6.01c
SJAG_03005	SPCC790.02
SJAG_05286	SPCC790.03
SJAG_03002	SPCC1840.01c
SJAG_00475	SPBC23E6.02
SJAG_05285	SPCC1840.02c
SJAG_05187	SPBC23E6.04c
SJAG_00132	SPCC1840.07c
SJAG_00863	SPBC23E6.07c
SJAG_00861	SPBC23E6.09
SJAG_01820	SPCC1840.09
SJAG_04350	SPAC1B3.05
SJAG_01818	SPCC1840.11
SJAG_04343	SPAC1B3.11c
SJAG_00857	SPBC211.04c
SJAG_04650	SPCC1494.06c
SJAG_00852	SPBC1604.25
SJAG_04421	SPCC1494.10
SJAG_01903	SPCC70.03c
SJAG_04655	SPCC70.05c
SJAG_04656	SPCC70.06
SJAG_00945	SPCC1827.01c
SJAG_00851	SPBC1604.20c
SJAG_00947	SPCC1827.03c
SJAG_00846	SPBC1604.15
SJAG_02775	SPAC1952.02
SJAG_00835	SPBC1604.04
SJAG_00948	SPCC1827.04
SJAG_00834	SPBC1604.03c
SJAG_04050	SPCP1E11.04c
SJAG_01809	SPCP1E11.06
SJAG_00449	SPBC26H8.14c
SJAG_01810	SPCP1E11.07c
SJAG_04020	SPCP1E11.09c
SJAG_01411	SPCP1E11.09c
SJAG_02771	SPAC1952.07
SJAG_04003	SPBC26H8.07c
SJAG_01812	SPCP1E11.10
SJAG_02767	SPAC1952.10c
SJAG_04008	SPBC26H8.12
SJAG_02490	SPAC1952.15c
SJAG_02758	SPAC890.05
SJAG_04405	SPAC22E12.02
SJAG_05330	SPAC22E12.16c
SJAG_01557	SPBC3B9.02c
SJAG_04785	SPAC1006.01
SJAG_02480	SPCC757.15
SJAG_01561	SPBC3B9.06c
SJAG_04784	SPAC1006.02
SJAG_04025	SPBC3B9.08c
SJAG_04023	SPBC3B9.10
SJAG_04771	SPAC1006.06
SJAG_04021	SPBC3B9.12
SJAG_04762	SPAC29A4.15
SJAG_04019	SPBC3B9.14c
SJAG_04016	SPBC3B9.17
SJAG_04765	SPAC29A4.11
SJAG_00412	SPBC215.08c
SJAG_04781	SPAC29A4.05
SJAG_04753	SPAC29A4.03c
SJAG_06514	SPCC757.10
SJAG_00096	SPCC757.12
SJAG_00414	SPBC215.12
SJAG_05182	SPCC757.13
SJAG_02139	SPCC757.13
SJAG_04829	SPCC613.02
SJAG_00755	SPCC613.10
SJAG_00416	SPBC215.14c
SJAG_03611	SPCC330.20
SJAG_03906	SPBC1347.01c
SJAG_04033	SPCC330.09
SJAG_04034	SPCC330.10
SJAG_03922	SPCC330.14c
SJAG_02243	SPCC330.14c
SJAG_01842	SPCC320.08
SJAG_01928	SPCC1235.07
SJAG_03606	SPCC1235.13
SJAG_02013	SPAC26F1.10c
SJAG_03615	SPCC548.05c
SJAG_03608	SPCC548.06c
SJAG_03817	SPCC1529.01
SJAG_03905	SPBC1347.02
SJAG_02148	SPCC794.01c
SJAG_03436	SPAC14C4.02c
SJAG_00405	SPBC1347.03
SJAG_02180	SPCC794.09c
SJAG_04157	SPCC794.09c
SJAG_01851	SPCC794.09c
SJAG_00399	SPBC1347.10
SJAG_02177	SPCC794.11c
SJAG_00396	SPBC56F2.12
SJAG_02173	SPCC553.10
SJAG_00392	SPBC56F2.09c
SJAG_02171	SPCC553.08c
SJAG_04094	SPCC736.06
SJAG_03437	SPAC14C4.16
SJAG_02623	SPCC736.13
SJAG_03438	SPAC14C4.03
SJAG_02626	SPCC736.15
SJAG_02612	SPCC594.02c
SJAG_03450	SPAC14C4.04
SJAG_03447	SPAC14C4.07
SJAG_00767	SPCC306.02c
SJAG_03443	SPAC14C4.10c
SJAG_01752	SPCC306.07c
SJAG_01756	SPCC4G3.19
SJAG_03441	SPAC14C4.12c
SJAG_00391	SPBC56F2.08c
SJAG_01055	SPCC4G3.17
SJAG_01054	SPCC4G3.16
SJAG_01053	SPCC4G3.15c
SJAG_00386	SPBC56F2.05c
SJAG_01043	SPCC4G3.04c
SJAG_04170	SPCC4G3.03
SJAG_05185	SPBC56F2.03
SJAG_02316	SPCC364.04c
SJAG_02563	SPAC14C4.13
SJAG_02558	SPCC10H11.01
SJAG_02560	SPCC10H11.02
SJAG_03214	SPBC1861.04c
SJAG_04419	SPCP31B10.04
SJAG_04417	SPCP31B10.06
SJAG_04411	SPCC962.03c
SJAG_01997	SPCC1672.03c
SJAG_03213	SPBC1861.05
SJAG_03866	SPCC1672.11c
SJAG_02541	SPCC5E4.03c
SJAG_02543	SPCC5E4.05c
SJAG_02854	SPBC3F6.01c
SJAG_02546	SPCC5E4.07
SJAG_03159	SPCC5E4.07
SJAG_02855	SPBC3F6.02c
SJAG_02548	SPCC16C4.01
SJAG_01821	SPCC16C4.08c
SJAG_02571	SPAC11E3.01c
SJAG_04483	SPBC342.03
SJAG_01829	SPCC16C4.15
SJAG_02572	SPAC11E3.02c
SJAG_04276	SPCPJ732.02c
SJAG_00208	SPAC11E3.04c
SJAG_01204	SPBC342.06c
SJAG_00215	SPAC11E3.10
SJAG_00216	SPAC11E3.11c
SJAG_03175	SPBC16G5.03
SJAG_04280	SPCC18B5.03
SJAG_03176	SPBC16G5.04
SJAG_00218	SPAC11E3.13c
SJAG_04818	SPBC16G5.10
SJAG_04284	SPCC18B5.07c
SJAG_04286	SPCC18B5.09c
SJAG_04288	SPCC14G10.01
SJAG_04289	SPCC14G10.02
SJAG_00220	SPAC11E3.15
SJAG_04814	SPBC16G5.14c
SJAG_00221	SPAP8A3.02c
SJAG_04264	SPCC1020.07
SJAG_05343	SPBC16G5.16
SJAG_04261	SPCC1020.04c
SJAG_04810	SPBC16G5.18
SJAG_04260	SPCC1020.03
SJAG_04793	SPBC16A3.19
SJAG_02163	SPAC4D7.04c
SJAG_04259	SPCC1020.02
SJAG_02164	SPAC4D7.05
SJAG_04385	SPBC16A3.18
SJAG_04249	SPCC1393.08
SJAG_04788	SPBC16A3.14
SJAG_04235	SPCC63.05
SJAG_01659	SPAC4D7.09
SJAG_04789	SPBC16A3.13
SJAG_04232	SPCC63.08c
SJAG_01656	SPAC4D7.14
SJAG_04231	SPCC63.10c
SJAG_04230	SPCC63.11
SJAG_01652	SPAC3G6.02
SJAG_04216	SPCC16A11.11
SJAG_04208	SPCC24B10.05
SJAG_04202	SPCC24B10.11c
SJAG_01647	SPAC3G6.08
SJAG_04195	SPCC24B10.18
SJAG_01646	SPAC3G6.09c
SJAG_04680	SPCPB16A4.04c
SJAG_00782	SPCC1795.07
SJAG_00779	SPCC1795.05c
SJAG_02873	SPAC29B12.02c
SJAG_04791	SPBC16A3.11
SJAG_04380	SPBC16A3.06
SJAG_04703	SPCC895.05
SJAG_04375	SPBC16A3.01
SJAG_04371	SPBC543.02c
SJAG_04372	SPBC543.03c
SJAG_00285	SPAC29B12.06c
SJAG_00284	SPAC29B12.07
SJAG_01464	SPBC244.01c
SJAG_00160	SPAC29B12.08
SJAG_01457	SPBC1539.07c
SJAG_04704	SPCC895.06
SJAG_03536	SPCC825.03c
SJAG_01453	SPBC1289.01c
SJAG_02862	SPCC825.05c
SJAG_04103	SPCC1259.02c
SJAG_00868	SPCC1259.07
SJAG_00163	SPAC1039.05c
SJAG_01506	SPCC1259.14c
SJAG_00107	SPAC1039.10
SJAG_04095	SPBC1289.13c
SJAG_02131	SPAC1039.11c
SJAG_03824	SPAC1039.11c
SJAG_01139	SPCC4B3.18
SJAG_01033	SPBC8E4.01c
SJAG_01142	SPCC4B3.16
SJAG_01147	SPCC4B3.11c
SJAG_01148	SPCC4B3.10c
SJAG_05218	SPCC4B3.09c
SJAG_02951	SPBPB2B2.12c
SJAG_03818	SPBPB2B2.12c
SJAG_04114	SPCP25A2.02c
SJAG_04637	SPAC869.11
SJAG_01987	SPAC869.01
SJAG_04117	SPCC550.02c
SJAG_05323	SPCC550.05
SJAG_03079	SPAC750.02c
SJAG_01619	SPCC550.08
SJAG_05353	SPBCPT2R1.08c
SJAG_06642	SPBCPT2R1.08c
SJAG_05105	SPBCPT2R1.08c
SJAG_05173	SPBCPT2R1.08c
SJAG_06597	SPBCPT2R1.08c
SJAG_03694	SPCC550.12
SJAG_03699	SPCC4E9.02
SJAG_03706	SPCC645.08c
SJAG_03820	SPBC1348.14c
SJAG_03718	SPCC23B6.01c
SJAG_01973	SPBPB8B6.06c
SJAG_01090	SPCC1322.03
SJAG_02093	SPAC977.09c
SJAG_01084	SPCC1322.08
SJAG_01087	SPCC1322.11
SJAG_03197	SPCC1322.11
SJAG_01081	SPCC1322.13
SJAG_01080	SPCC1322.14c
SJAG_01853	SPCC1322.15
SJAG_05216	SPCC1322.15
SJAG_01074	SPCC132.01c
SJAG_01033	SPBC1683.01
SJAG_01068	SPCC338.16
SJAG_01079	SPCC338.11c
SJAG_04743	SPBC1683.09c
SJAG_04751	SPAC11D3.02c
SJAG_02919	SPCC338.06c
SJAG_02914	SPCC1281.03c
SJAG_04852	SPBC1198.13c
SJAG_04853	SPBC1198.12
SJAG_03942	SPCC622.08c
SJAG_03938	SPCC622.10c
SJAG_03667	SPCC61.01c
SJAG_04863	SPBC660.11
SJAG_03668	SPCC61.02
SJAG_03856	SPBC660.12c
SJAG_03671	SPCC11E10.01
SJAG_02524	SPAC13G6.04
SJAG_03851	SPBC31E1.01c
SJAG_03861	SPAC13G6.06c
SJAG_03677	SPCC11E10.06c
SJAG_03043	SPBC800.04c
SJAG_02510	SPBC800.04c
SJAG_03858	SPAC13G6.08
SJAG_03683	SPCC188.04c
SJAG_02511	SPBC800.10c
SJAG_04871	SPAC13G6.15c
SJAG_04927	SPBC800.11
SJAG_03685	SPCC188.07
SJAG_03686	SPCC188.08c
SJAG_04592	SPAC24B11.08c
SJAG_03690	SPCC584.11c
SJAG_02960	SPBC1773.04
SJAG_04593	SPAC24B11.09
SJAG_03692	SPCC584.14
SJAG_02520	SPBC1773.07c
SJAG_02516	SPBC1773.11c
SJAG_01693	SPCC584.01c
SJAG_04242	SPAC806.04c
SJAG_02885	SPAC1639.01c
SJAG_02879	SPAC1F5.10
SJAG_03398	SPBP26C9.02c
SJAG_02968	SPBP26C9.03c
SJAG_02877	SPAC1F5.08c
SJAG_03708	SPCC162.11c
SJAG_01590	SPBC1271.12
SJAG_03715	SPCC162.09c
SJAG_02146	SPCC162.02c
SJAG_00232	SPBC1271.09
SJAG_03644	SPBC1271.09
SJAG_05325	SPBC1271.09
SJAG_03370	SPCC13B11.01
SJAG_01414	SPCC13B11.01
SJAG_00279	SPAC1F5.04c
SJAG_00294	SPAC18B11.06
SJAG_00296	SPAC18B11.04
SJAG_01019	SPCC777.09c
SJAG_04128	SPBC1271.03c
SJAG_04127	SPBC1271.02
SJAG_01175	SPAC12G12.14c
SJAG_01481	SPAC12G12.11c
SJAG_04125	SPBC106.02c
SJAG_01040	SPCC777.14
SJAG_01477	SPAC12G12.07c
SJAG_04123	SPBC106.04
SJAG_03365	SPCC663.18
SJAG_01475	SPAC12G12.05c
SJAG_02733	SPCC417.05c
SJAG_03020	SPAC630.06c
SJAG_04312	SPBC106.10
SJAG_04304	SPBC106.18
SJAG_02840	SPBC106.18
SJAG_02737	SPCC417.07c
SJAG_04960	SPBC106.20
SJAG_02745	SPCC191.08
SJAG_05346	SPAC630.13c
SJAG_04891	SPAC1751.03
SJAG_02493	SPCC1450.04
SJAG_00802	SPAC31A2.11c
SJAG_04140	SPBC582.03
SJAG_02491	SPCC1450.13c
SJAG_04141	SPBC582.04c
SJAG_02489	SPCC1450.14c
SJAG_02488	SPCC1450.15
SJAG_04148	SPBC428.01c
SJAG_00804	SPAC31A2.13c
SJAG_02487	SPCC1450.16c
SJAG_02486	SPCC1442.01
SJAG_02483	SPCC1442.04c
SJAG_02505	SPCC1442.09
SJAG_05270	SPCC1442.19
SJAG_00805	SPAC31A2.14
SJAG_01233	SPCC1442.12
SJAG_01232	SPCC1442.13c
SJAG_04300	SPCC285.04
SJAG_00877	SPAC24H6.11c
SJAG_04341	SPAC24H6.06
SJAG_04576	SPBC428.06c
SJAG_02750	SPCC285.14
SJAG_04866	SPCC1223.02
SJAG_01198	SPCC1223.08c
SJAG_00524	SPAC227.05
SJAG_03482	SPCC1223.11
SJAG_05191	SPAC227.10
SJAG_00534	SPAC227.15
SJAG_03486	SPCC297.03
SJAG_03488	SPCC297.05
SJAG_03491	SPCC737.03c
SJAG_02133	SPCC74.04
SJAG_00015	SPCC74.04
SJAG_02941	SPCC74.04
SJAG_01096	SPCC74.04
SJAG_02113	SPCC74.04
SJAG_00019	SPCC74.04
SJAG_04135	SPCC74.04
SJAG_06598	SPCC74.04
SJAG_01521	SPAC2F7.14c
SJAG_01588	SPCC74.05
SJAG_02802	SPCC74.05
SJAG_02478	SPCC18.01c
SJAG_02752	SPCC18.03
SJAG_02753	SPCC18.04
SJAG_02754	SPCC18.05c
SJAG_04574	SPBC428.08c
SJAG_03748	SPAC13A11.01c
SJAG_03750	SPAC13A11.02c
SJAG_03935	SPBC428.14
SJAG_03743	SPAC13A11.06
SJAG_03936	SPBC428.13c
SJAG_02607	SPBC428.18
SJAG_02138	SPAC3H8.08c
SJAG_06576	SPAC3H8.08c
SJAG_02938	SPAC3H8.08c
SJAG_06599	SPAC3H8.08c
SJAG_02956	SPAC3H8.08c
SJAG_00253	SPCC18.12c
SJAG_02608	SPBC428.19c
SJAG_03182	SPCC290.03c
SJAG_01002	SPAC1D4.04
SJAG_03939	SPBC902.04
SJAG_03262	SPBC1685.02c
SJAG_00988	SPAC22F3.10c
SJAG_05294	SPBC1685.16
SJAG_03257	SPBC1685.06
SJAG_00984	SPAC22F3.06c
SJAG_03256	SPBC1685.07c
SJAG_02340	SPBC1685.10
SJAG_00982	SPAC22F3.04
SJAG_00973	SPAC1296.05c
SJAG_03185	SPCC4F11.02
SJAG_03188	SPCC1906.01
SJAG_01191	SPCC1739.07
SJAG_01185	SPCC1739.14
SJAG_00971	SPAPJ696.01c
SJAG_04295	SPCPB1C11.03
SJAG_00968	SPAC22G7.02
SJAG_04473	SPCC576.06c
SJAG_00961	SPAC22G7.10
SJAG_02336	SPBC1685.15c
SJAG_04474	SPCC576.07
SJAG_04738	SPAC4G8.09
SJAG_03878	SPAC4G8.12c
SJAG_02465	SPCC576.12c
SJAG_02467	SPCC576.14
SJAG_01991	SPCC126.08c
SJAG_02334	SPBC649.03
SJAG_02455	SPCC126.14
SJAG_02469	SPCC1620.01c
SJAG_03809	SPCC1620.04c
SJAG_02332	SPBC649.05
SJAG_03810	SPCC1620.05
SJAG_03812	SPCC1620.07c
SJAG_00095	SPCC1620.09c
SJAG_00094	SPCC1620.10
SJAG_02331	SPBC354.01
SJAG_03796	SPCC830.09c
SJAG_03798	SPCC830.11c
SJAG_02327	SPBC354.04
SJAG_03006	SPCC1919.15
SJAG_02998	SPCC1840.03
SJAG_00030	SPBC1706.01
SJAG_00135	SPCC1840.04
SJAG_03879	SPAC4G8.13c
SJAG_04161	SPBC839.12
SJAG_00134	SPCC1840.05c
SJAG_04154	SPBC115.02c
SJAG_03883	SPAC16C9.04c
SJAG_00131	SPCC1840.08c
SJAG_02988	SPBC947.09
SJAG_01816	SPCC965.04c
SJAG_03887	SPAC16C9.07
SJAG_03890	SPAC2G11.04
SJAG_04565	SPBC947.02
SJAG_03891	SPAC2G11.05c
SJAG_03895	SPAC2G11.09
SJAG_04654	SPCC1494.02c
SJAG_04569	SPBPJ4664.04
SJAG_04653	SPCC1494.03
SJAG_03896	SPAC2G11.10c
SJAG_04572	SPBC119.01
SJAG_03897	SPAC2G11.11c
SJAG_04658	SPCC70.08c
SJAG_04573	SPBC119.02
SJAG_03651	SPCC1827.08c
SJAG_00946	SPCC1827.02c
SJAG_00233	SPCC1827.07c
SJAG_04529	SPBC119.13c
SJAG_01811	SPCP1E11.08
SJAG_04533	SPBC119.17
SJAG_01813	SPCP1E11.11
SJAG_01814	SPCC569.08c
SJAG_04535	SPBC577.03c
SJAG_03898	SPAC2G11.12
SJAG_04536	SPBC577.04
SJAG_04028	SPAC521.04c
SJAG_04541	SPBC577.10
SJAG_04029	SPAC521.05
SJAG_02020	SPAC521.05
SJAG_04544	SPBC577.12
SJAG_04546	SPBC577.14c
SJAG_04030	SPAC23G3.01
SJAG_04031	SPAC23G3.02c
SJAG_00743	SPAC23G3.07c
SJAG_04548	SPBC530.01
SJAG_00738	SPAC23G3.11
SJAG_01741	SPBC530.06c
SJAG_00737	SPAC23G3.12c
SJAG_02048	SPBC530.08
SJAG_00734	SPAC22H12.03
SJAG_02052	SPBC530.11c
SJAG_00733	SPAC22H12.04c
SJAG_02522	SPAC22H12.04c
SJAG_02060	SPBC36.03c
SJAG_00726	SPAC1687.06c
SJAG_00725	SPAC1687.07
SJAG_00582	SPBC36.04
SJAG_00723	SPAC1687.10
SJAG_00581	SPBC36.05c
SJAG_00370	SPBC713.12
SJAG_00686	SPAC1687.22c
SJAG_00687	SPAC222.03c
SJAG_00689	SPAC222.06
SJAG_02724	SPBC216.06c
SJAG_00690	SPAC222.07c
SJAG_04942	SPAC222.09
SJAG_04949	SPAC222.18
SJAG_02722	SPBC646.02
SJAG_00667	SPAC821.09
SJAG_00660	SPAC821.11
SJAG_00669	SPAC821.13c
SJAG_00670	SPAC139.01c
SJAG_02376	SPBC646.09c
SJAG_02377	SPBC646.10c
SJAG_00676	SPAC139.06
SJAG_03451	SPBC646.14c
SJAG_00678	SPAC23C4.03
SJAG_03986	SPBP35G2.06c
SJAG_02096	SPAC1A6.01c
SJAG_02091	SPAC1A6.04c
SJAG_02088	SPAC1A6.06c
SJAG_03984	SPBP35G2.08c
SJAG_02080	SPAC30D11.11
SJAG_03991	SPBC146.02
SJAG_03997	SPBC146.09c
SJAG_03945	SPAC30D11.08c
SJAG_04000	SPBC146.12
SJAG_04001	SPBC146.13c
SJAG_03724	SPAC30D11.07
SJAG_03729	SPAC30D11.04c
SJAG_02131	SPAC30D11.01c
SJAG_03824	SPAC30D11.01c
SJAG_00448	SPBC337.03
SJAG_03734	SPAC22A12.01c
SJAG_00451	SPBC337.07c
SJAG_03761	SPAC22A12.05
SJAG_05033	SPAC22A12.17c
SJAG_05032	SPAC4C5.04
SJAG_00453	SPBC337.09
SJAG_00457	SPBC337.13c
SJAG_05017	SPAC10F6.11c
SJAG_03318	SPAC56E4.07
SJAG_00812	SPBC337.16
SJAG_03321	SPAC1420.03
SJAG_03330	SPAPB17E12.08
SJAG_03336	SPAPB17E12.14c
SJAG_03337	SPAC1565.01
SJAG_00814	SPBC1734.02c
SJAG_03338	SPAC1565.02c
SJAG_00816	SPBC1734.04
SJAG_03341	SPAC1565.05
SJAG_03342	SPAC1565.06c
SJAG_00819	SPBC1734.06
SJAG_00434	SPBC1734.09
SJAG_00435	SPBC1734.10c
SJAG_03345	SPAC1565.08
SJAG_00436	SPBC1734.11
SJAG_03358	SPAC6F12.07
SJAG_00437	SPBC1734.12c
SJAG_03594	SPAC6F12.17
SJAG_03591	SPAC19E9.03
SJAG_03604	SPAC57A10.08c
SJAG_01878	SPAC20G8.08c
SJAG_01875	SPAC3A12.02
SJAG_04892	SPAC3A12.06c
SJAG_04893	SPAC3A12.19
SJAG_00440	SPBC1734.15
SJAG_03236	SPBC1709.06
SJAG_04894	SPAC3A12.07
SJAG_03228	SPBC1709.13c
SJAG_03226	SPBC1709.15c
SJAG_04900	SPAC3A12.13c
SJAG_04902	SPAC3A12.15
SJAG_02342	SPBC409.07c
SJAG_02295	SPAC9.03c
SJAG_02346	SPBC409.09c
SJAG_02358	SPBC409.15
SJAG_02353	SPBC1306.01c
SJAG_02350	SPBC4.02c
SJAG_02294	SPAC9.05
SJAG_02347	SPBC4.05
SJAG_02290	SPAC9.09
SJAG_00711	SPBC4.06
SJAG_00706	SPBC725.04
SJAG_01504	SPAC9.13c
SJAG_01516	SPAC5D6.13
SJAG_00705	SPBC725.05c
SJAG_01517	SPAC5D6.12
SJAG_04822	SPAC5D6.07c
SJAG_00704	SPBC725.06c
SJAG_04820	SPAC5D6.05
SJAG_01510	SPAC57A7.12
SJAG_00699	SPBC725.10
SJAG_01507	SPAC57A7.09
SJAG_00696	SPBC725.13c
SJAG_04933	SPBC651.09c
SJAG_04931	SPBC651.11c
SJAG_04426	SPAC57A7.08
SJAG_04885	SPBC3D6.03c
SJAG_04423	SPAC57A7.05
SJAG_04672	SPBC3D6.15
SJAG_04427	SPAC57A7.04c
SJAG_02301	SPBC3D6.13c
SJAG_04429	SPAC167.07c
SJAG_02258	SPBC30B4.01c
SJAG_02255	SPBC30B4.03c
SJAG_00340	SPAC1705.03c
SJAG_04367	SPBC30B4.06c
SJAG_05184	SPAC23H4.14
SJAG_03509	SPBC27B12.03c
SJAG_00350	SPAC23H4.11c
SJAG_00360	SPAC23H4.07c
SJAG_03502	SPBC27B12.10c
SJAG_00356	SPAC23H4.02
SJAG_03519	SPBC27B12.11c
SJAG_00379	SPAP27G11.06c
SJAG_03516	SPBC27B12.12c
SJAG_00375	SPAP27G11.10c
SJAG_03511	SPBC8D2.02c
SJAG_05236	SPAC343.03
SJAG_03543	SPBC8D2.04
SJAG_00302	SPBC8D2.04
SJAG_00335	SPBC8D2.04
SJAG_01472	SPAC343.04c
SJAG_03551	SPBC8D2.13
SJAG_01576	SPAC343.14c
SJAG_03554	SPBC8D2.16c
SJAG_03556	SPBC8D2.18c
SJAG_01572	SPAC343.18
SJAG_03560	SPBC17A3.01c
SJAG_01159	SPBC17A3.04c
SJAG_01161	SPBC17A3.06
SJAG_01168	SPBC691.05c
SJAG_04691	SPBP22H7.04
SJAG_04692	SPBP22H7.05c
SJAG_04696	SPBP22H7.09c
SJAG_00774	SPBC32H8.03
SJAG_01611	SPAC664.02c
SJAG_01610	SPAC664.03
SJAG_03061	SPBC32H8.10
SJAG_01608	SPAC664.05
SJAG_03423	SPAC664.05
SJAG_03057	SPBC32H8.13c
SJAG_03054	SPBC11B10.03
SJAG_03046	SPBC1215.01
SJAG_03044	SPBC83.01
SJAG_01605	SPAC664.07c
SJAG_01612	SPAC664.09
SJAG_00271	SPBC83.15
SJAG_04731	SPAC664.14
SJAG_00921	SPBC29B5.03c
SJAG_00920	SPBC29B5.04c
SJAG_04732	SPAC664.15
SJAG_01708	SPBC28F2.07
SJAG_04327	SPBC21B10.07
SJAG_01320	SPBC21B10.05c
SJAG_01433	SPAC17A5.02c
SJAG_01319	SPBC21B10.04c
SJAG_01321	SPAC17A5.04c
SJAG_01305	SPBC19C2.11c
SJAG_03272	SPAC17A5.09c
SJAG_01297	SPBC2F12.13
SJAG_01724	SPBC2F12.08c
SJAG_00940	SPBC2F12.04
SJAG_01721	SPBC2F12.04
SJAG_03279	SPAC1610.01
SJAG_03280	SPAC1002.03c
SJAG_03290	SPAC1002.09c
SJAG_03464	SPBC11G11.01
SJAG_03292	SPAC1002.11
SJAG_03466	SPBC11G11.03
SJAG_03293	SPAC1002.12c
SJAG_03432	SPBC18H10.05
SJAG_03428	SPBC18H10.09
SJAG_04705	SPAC1002.15c
SJAG_04714	SPAC1399.03
SJAG_03426	SPBC18H10.11c
SJAG_04715	SPAC1399.02
SJAG_03425	SPBC18H10.12c
SJAG_01551	SPBC18H10.12c
SJAG_03424	SPBC18H10.13
SJAG_01548	SPBC18H10.13
SJAG_04717	SPAC1399.01c
SJAG_01609	SPBC18H10.14
SJAG_03422	SPBC18H10.14
SJAG_03401	SPBC18H10.16
SJAG_03403	SPBC18H10.19
SJAG_03404	SPBC18H10.20c
SJAG_04517	SPBC9B6.08
SJAG_04520	SPBC28E12.01c
SJAG_03073	SPAPB1A10.09
SJAG_00259	SPAC140.02
SJAG_04614	SPBP16F5.02
SJAG_02594	SPAC140.03
SJAG_04607	SPBC16E9.01c
SJAG_04602	SPBC16E9.19
SJAG_04514	SPAP14E8.04
SJAG_03394	SPAC3H1.03
SJAG_03396	SPAC3H1.05
SJAG_03400	SPAC3H1.09c
SJAG_03377	SPAC9G1.08c
SJAG_02386	SPAC9G1.12
SJAG_04601	SPBC16E9.12c
SJAG_02381	SPAC17H9.04c
SJAG_03524	SPBC16E9.18
SJAG_03413	SPAC17H9.05
SJAG_03567	SPBC1A4.03c
SJAG_03414	SPAC17H9.14c
SJAG_03564	SPBC1A4.05
SJAG_03563	SPBC1A4.06c
SJAG_03573	SPBC1A4.10c
SJAG_03575	SPBP23A10.04
SJAG_03577	SPBP23A10.06
SJAG_03579	SPBP23A10.08
SJAG_02394	SPBP23A10.13
SJAG_02397	SPBP23A10.15c
SJAG_03417	SPAC17H9.19c
SJAG_03418	SPAC17H9.20
SJAG_03419	SPAC607.02c
SJAG_02714	SPAC607.07c
SJAG_05979	SPBC29A3.14c
SJAG_04922	SPAC607.10
SJAG_02647	SPBC18E5.01
SJAG_03406	SPAC732.01
SJAG_02709	SPAC3C7.04
SJAG_02711	SPAC3C7.05c
SJAG_04175	SPBC18E5.05c
SJAG_02694	SPAC3C7.11c
SJAG_02696	SPAC3C7.13c
SJAG_01042	SPBC18E5.08
SJAG_02697	SPAC3C7.14c
SJAG_01118	SPBC23G7.04c
SJAG_01116	SPBC23G7.06c
SJAG_02699	SPAC25A8.02
SJAG_01115	SPBC23G7.07c
SJAG_05015	SPBC23G7.10c
SJAG_05153	SPBC1711.02
SJAG_01133	SPBC1711.09c
SJAG_01138	SPBC1711.14
SJAG_00471	SPBC17G9.04c
SJAG_02701	SPAC631.02
SJAG_00468	SPBC17G9.07
SJAG_02585	SPBC17G9.07
SJAG_02702	SPAC20H4.01
SJAG_02280	SPBC17G9.10
SJAG_00465	SPBC17G9.10
SJAG_02686	SPAC20H4.09
SJAG_00463	SPBC17G9.12c
SJAG_00460	SPBC14C8.01c
SJAG_02076	SPBC14C8.05c
SJAG_02075	SPBC14C8.06
SJAG_02685	SPAC20H4.10
SJAG_02071	SPBC14C8.10
SJAG_02072	SPBC14C8.09c
SJAG_05253	SPBC14C8.14c
SJAG_02067	SPBC14C8.16c
SJAG_02064	SPBC15C4.02
SJAG_05247	SPAC23C11.08
SJAG_02063	SPBC15C4.03
SJAG_01801	SPAC23C11.12
SJAG_02062	SPBC15C4.04c
SJAG_01807	SPAC13F5.01c
SJAG_01808	SPAC13F5.02c
SJAG_04048	SPAC13F5.03c
SJAG_00595	SPBC16H5.12c
SJAG_04043	SPAC13F5.07c
SJAG_00599	SPBC16H5.08c
SJAG_04040	SPAC1783.03
SJAG_05196	SPBC12D12.01
SJAG_00610	SPBC12D12.04c
SJAG_02024	SPAC18G6.07c
SJAG_00612	SPBC12D12.05c
SJAG_01746	SPAC18G6.09c
SJAG_00616	SPBC24C6.02
SJAG_02044	SPAC13D6.01
SJAG_02037	SPAC4G9.04c
SJAG_02235	SPBC24C6.04
SJAG_00630	SPAC4G9.15
SJAG_02233	SPBC24C6.06
SJAG_02230	SPBC24C6.09c
SJAG_02229	SPBC24C6.13
SJAG_01918	SPAC13G7.12c
SJAG_02228	SPBC24C6.10c
SJAG_05209	SPAC6C3.06c
SJAG_05321	SPAC17G8.15
SJAG_02226	SPBC19G7.01c
